Grupos ECOICOP;Tipo de dato;Periodo;Total
11 Restaurantes y hoteles;Variación anual;2007M01;4,6
11 Restaurantes y hoteles;Variación anual;2006M12;4,4
11 Restaurantes y hoteles;Variación anual;2006M11;4,4
11 Restaurantes y hoteles;Variación anual;2006M10;4,4
11 Restaurantes y hoteles;Variación anual;2006M09;4,4
11 Restaurantes y hoteles;Variación anual;2006M08;4,4
11 Restaurantes y hoteles;Variación anual;2006M07;4,5
11 Restaurantes y hoteles;Variación anual;2006M06;4,5
11 Restaurantes y hoteles;Variación anual;2006M05;4,5
11 Restaurantes y hoteles;Variación anual;2006M04;4,8
11 Restaurantes y hoteles;Variación anual;2006M03;4,3
11 Restaurantes y hoteles;Variación anual;2006M02;4,5
11 Restaurantes y hoteles;Variación anual;2006M01;4,5
11 Restaurantes y hoteles;Variación anual;2005M12;4,3
11 Restaurantes y hoteles;Variación anual;2005M11;4,2
11 Restaurantes y hoteles;Variación anual;2005M10;4,3
11 Restaurantes y hoteles;Variación anual;2005M09;4,3
11 Restaurantes y hoteles;Variación anual;2005M08;4,3
11 Restaurantes y hoteles;Variación anual;2005M07;4,3
11 Restaurantes y hoteles;Variación anual;2005M06;4,3
11 Restaurantes y hoteles;Variación anual;2005M05;4,3
11 Restaurantes y hoteles;Variación anual;2005M04;4
11 Restaurantes y hoteles;Variación anual;2005M03;4,4
11 Restaurantes y hoteles;Variación anual;2005M02;4
11 Restaurantes y hoteles;Variación anual;2005M01;4
11 Restaurantes y hoteles;Variación anual;2004M12;4,2
11 Restaurantes y hoteles;Variación anual;2004M11;4,1
11 Restaurantes y hoteles;Variación anual;2004M10;4
11 Restaurantes y hoteles;Variación anual;2004M09;4
11 Restaurantes y hoteles;Variación anual;2004M08;4
11 Restaurantes y hoteles;Variación anual;2004M07;4
11 Restaurantes y hoteles;Variación anual;2004M06;4
11 Restaurantes y hoteles;Variación anual;2004M05;4
11 Restaurantes y hoteles;Variación anual;2004M04;4
11 Restaurantes y hoteles;Variación anual;2004M03;4
11 Restaurantes y hoteles;Variación anual;2004M02;4,1
11 Restaurantes y hoteles;Variación anual;2004M01;4,1
11 Restaurantes y hoteles;Variación anual;2003M12;4,1
11 Restaurantes y hoteles;Variación anual;2003M11;4
11 Restaurantes y hoteles;Variación anual;2003M10;4,1
11 Restaurantes y hoteles;Variación anual;2003M09;4
11 Restaurantes y hoteles;Variación anual;2003M08;4,4
11 Restaurantes y hoteles;Variación anual;2003M07;4,2
11 Restaurantes y hoteles;Variación anual;2003M06;4,1
11 Restaurantes y hoteles;Variación anual;2003M05;4,1
11 Restaurantes y hoteles;Variación anual;2003M04;4,4
11 Restaurantes y hoteles;Variación anual;2003M03;4,4
11 Restaurantes y hoteles;Variación anual;2003M02;4,7
11 Restaurantes y hoteles;Variación anual;2003M01;5,2
11 Restaurantes y hoteles;Variación anual;2002M12;5,8
11 Restaurantes y hoteles;Variación anual;2002M11;5,8
11 Restaurantes y hoteles;Variación anual;2002M10;5,8
11 Restaurantes y hoteles;Variación anual;2002M09;6
11 Restaurantes y hoteles;Variación anual;2002M08;5,8
11 Restaurantes y hoteles;Variación anual;2002M07;5,8
11 Restaurantes y hoteles;Variación anual;2002M06;5,9
11 Restaurantes y hoteles;Variación anual;2002M05;5,8
11 Restaurantes y hoteles;Variación anual;2002M04;5,7
11 Restaurantes y hoteles;Variación anual;2002M03;5,4
11 Restaurantes y hoteles;Variación anual;2002M02;4,7
11 Restaurantes y hoteles;Variación anual;2002M01;4
11 Restaurantes y hoteles;Variación en lo que va de año;2023M02;""
11 Restaurantes y hoteles;Variación en lo que va de año;2023M01;0
11 Restaurantes y hoteles;Variación en lo que va de año;2022M12;7,8
11 Restaurantes y hoteles;Variación en lo que va de año;2022M11;7,1
11 Restaurantes y hoteles;Variación en lo que va de año;2022M10;7,3
11 Restaurantes y hoteles;Variación en lo que va de año;2022M09;7,1
11 Restaurantes y hoteles;Variación en lo que va de año;2022M08;7
11 Restaurantes y hoteles;Variación en lo que va de año;2022M07;6,5
11 Restaurantes y hoteles;Variación en lo que va de año;2022M06;5,6
11 Restaurantes y hoteles;Variación en lo que va de año;2022M05;4,2
11 Restaurantes y hoteles;Variación en lo que va de año;2022M04;3,4
11 Restaurantes y hoteles;Variación en lo que va de año;2022M03;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2022M02;0,8
11 Restaurantes y hoteles;Variación en lo que va de año;2022M01;0
11 Restaurantes y hoteles;Variación en lo que va de año;2021M12;3,1
11 Restaurantes y hoteles;Variación en lo que va de año;2021M11;2,6
11 Restaurantes y hoteles;Variación en lo que va de año;2021M10;2,5
11 Restaurantes y hoteles;Variación en lo que va de año;2021M09;2,3
11 Restaurantes y hoteles;Variación en lo que va de año;2021M08;2,5
11 Restaurantes y hoteles;Variación en lo que va de año;2021M07;2
11 Restaurantes y hoteles;Variación en lo que va de año;2021M06;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2021M05;1
11 Restaurantes y hoteles;Variación en lo que va de año;2021M04;0,7
11 Restaurantes y hoteles;Variación en lo que va de año;2021M03;0,4
11 Restaurantes y hoteles;Variación en lo que va de año;2021M02;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2021M01;0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2020M12;0,3
11 Restaurantes y hoteles;Variación en lo que va de año;2020M11;0,4
11 Restaurantes y hoteles;Variación en lo que va de año;2020M10;0,8
11 Restaurantes y hoteles;Variación en lo que va de año;2020M09;1,2
11 Restaurantes y hoteles;Variación en lo que va de año;2020M08;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2020M07;1,2
11 Restaurantes y hoteles;Variación en lo que va de año;2020M06;2,3
11 Restaurantes y hoteles;Variación en lo que va de año;2020M05;2
11 Restaurantes y hoteles;Variación en lo que va de año;2020M04;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2020M03;0,8
11 Restaurantes y hoteles;Variación en lo que va de año;2020M02;0,5
11 Restaurantes y hoteles;Variación en lo que va de año;2020M01;-0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2019M12;2
11 Restaurantes y hoteles;Variación en lo que va de año;2019M11;2,1
11 Restaurantes y hoteles;Variación en lo que va de año;2019M10;2,6
11 Restaurantes y hoteles;Variación en lo que va de año;2019M09;3
11 Restaurantes y hoteles;Variación en lo que va de año;2019M08;3
11 Restaurantes y hoteles;Variación en lo que va de año;2019M07;2,9
11 Restaurantes y hoteles;Variación en lo que va de año;2019M06;2,5
11 Restaurantes y hoteles;Variación en lo que va de año;2019M05;2,2
11 Restaurantes y hoteles;Variación en lo que va de año;2019M04;1,8
11 Restaurantes y hoteles;Variación en lo que va de año;2019M03;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2019M02;0,4
11 Restaurantes y hoteles;Variación en lo que va de año;2019M01;-0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2018M12;1,8
11 Restaurantes y hoteles;Variación en lo que va de año;2018M11;1,9
11 Restaurantes y hoteles;Variación en lo que va de año;2018M10;2,4
11 Restaurantes y hoteles;Variación en lo que va de año;2018M09;2,8
11 Restaurantes y hoteles;Variación en lo que va de año;2018M08;2,9
11 Restaurantes y hoteles;Variación en lo que va de año;2018M07;2,7
11 Restaurantes y hoteles;Variación en lo que va de año;2018M06;2,1
11 Restaurantes y hoteles;Variación en lo que va de año;2018M05;1,8
11 Restaurantes y hoteles;Variación en lo que va de año;2018M04;1,3
11 Restaurantes y hoteles;Variación en lo que va de año;2018M03;1
11 Restaurantes y hoteles;Variación en lo que va de año;2018M02;0,4
11 Restaurantes y hoteles;Variación en lo que va de año;2018M01;-0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2017M12;1,9
11 Restaurantes y hoteles;Variación en lo que va de año;2017M11;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2017M10;2,4
11 Restaurantes y hoteles;Variación en lo que va de año;2017M09;2,8
11 Restaurantes y hoteles;Variación en lo que va de año;2017M08;3
11 Restaurantes y hoteles;Variación en lo que va de año;2017M07;2,6
11 Restaurantes y hoteles;Variación en lo que va de año;2017M06;2,3
11 Restaurantes y hoteles;Variación en lo que va de año;2017M05;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2017M04;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2017M03;0,7
11 Restaurantes y hoteles;Variación en lo que va de año;2017M02;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2017M01;-0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2016M12;1,4
11 Restaurantes y hoteles;Variación en lo que va de año;2016M11;1,3
11 Restaurantes y hoteles;Variación en lo que va de año;2016M10;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2016M09;1,9
11 Restaurantes y hoteles;Variación en lo que va de año;2016M08;2,1
11 Restaurantes y hoteles;Variación en lo que va de año;2016M07;1,9
11 Restaurantes y hoteles;Variación en lo que va de año;2016M06;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2016M05;1,3
11 Restaurantes y hoteles;Variación en lo que va de año;2016M04;1,1
11 Restaurantes y hoteles;Variación en lo que va de año;2016M03;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2016M02;0,3
11 Restaurantes y hoteles;Variación en lo que va de año;2016M01;0
11 Restaurantes y hoteles;Variación en lo que va de año;2015M12;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2015M11;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2015M10;1,4
11 Restaurantes y hoteles;Variación en lo que va de año;2015M09;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2015M08;2,9
11 Restaurantes y hoteles;Variación en lo que va de año;2015M07;2,1
11 Restaurantes y hoteles;Variación en lo que va de año;2015M06;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2015M05;1,1
11 Restaurantes y hoteles;Variación en lo que va de año;2015M04;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2015M03;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2015M02;-0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2015M01;-0,3
11 Restaurantes y hoteles;Variación en lo que va de año;2014M12;0,6
11 Restaurantes y hoteles;Variación en lo que va de año;2014M11;0,6
11 Restaurantes y hoteles;Variación en lo que va de año;2014M10;1,1
11 Restaurantes y hoteles;Variación en lo que va de año;2014M09;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2014M08;2,6
11 Restaurantes y hoteles;Variación en lo que va de año;2014M07;1,8
11 Restaurantes y hoteles;Variación en lo que va de año;2014M06;1,1
11 Restaurantes y hoteles;Variación en lo que va de año;2014M05;0,8
11 Restaurantes y hoteles;Variación en lo que va de año;2014M04;1
11 Restaurantes y hoteles;Variación en lo que va de año;2014M03;0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2014M02;-0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2014M01;-0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2013M12;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2013M11;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2013M10;0,6
11 Restaurantes y hoteles;Variación en lo que va de año;2013M09;1
11 Restaurantes y hoteles;Variación en lo que va de año;2013M08;2,1
11 Restaurantes y hoteles;Variación en lo que va de año;2013M07;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2013M06;0,8
11 Restaurantes y hoteles;Variación en lo que va de año;2013M05;0,6
11 Restaurantes y hoteles;Variación en lo que va de año;2013M04;0,4
11 Restaurantes y hoteles;Variación en lo que va de año;2013M03;0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2013M02;-0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2013M01;-0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2012M12;0,8
11 Restaurantes y hoteles;Variación en lo que va de año;2012M11;0,8
11 Restaurantes y hoteles;Variación en lo que va de año;2012M10;1,2
11 Restaurantes y hoteles;Variación en lo que va de año;2012M09;1,4
11 Restaurantes y hoteles;Variación en lo que va de año;2012M08;2,3
11 Restaurantes y hoteles;Variación en lo que va de año;2012M07;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2012M06;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2012M05;0,7
11 Restaurantes y hoteles;Variación en lo que va de año;2012M04;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2012M03;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2012M02;0
11 Restaurantes y hoteles;Variación en lo que va de año;2012M01;-0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2011M12;1,2
11 Restaurantes y hoteles;Variación en lo que va de año;2011M11;1
11 Restaurantes y hoteles;Variación en lo que va de año;2011M10;1,3
11 Restaurantes y hoteles;Variación en lo que va de año;2011M09;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2011M08;2,8
11 Restaurantes y hoteles;Variación en lo que va de año;2011M07;2
11 Restaurantes y hoteles;Variación en lo que va de año;2011M06;1,2
11 Restaurantes y hoteles;Variación en lo que va de año;2011M05;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2011M04;1,1
11 Restaurantes y hoteles;Variación en lo que va de año;2011M03;0,5
11 Restaurantes y hoteles;Variación en lo que va de año;2011M02;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2011M01;0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2010M12;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2010M11;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2010M10;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2010M09;1,9
11 Restaurantes y hoteles;Variación en lo que va de año;2010M08;2,9
11 Restaurantes y hoteles;Variación en lo que va de año;2010M07;2
11 Restaurantes y hoteles;Variación en lo que va de año;2010M06;1,1
11 Restaurantes y hoteles;Variación en lo que va de año;2010M05;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2010M04;0,9
11 Restaurantes y hoteles;Variación en lo que va de año;2010M03;0,4
11 Restaurantes y hoteles;Variación en lo que va de año;2010M02;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2010M01;0,1
11 Restaurantes y hoteles;Variación en lo que va de año;2009M12;1,2
11 Restaurantes y hoteles;Variación en lo que va de año;2009M11;1,2
11 Restaurantes y hoteles;Variación en lo que va de año;2009M10;1,5
11 Restaurantes y hoteles;Variación en lo que va de año;2009M09;1,7
11 Restaurantes y hoteles;Variación en lo que va de año;2009M08;2,9
11 Restaurantes y hoteles;Variación en lo que va de año;2009M07;2
11 Restaurantes y hoteles;Variación en lo que va de año;2009M06;1,3
11 Restaurantes y hoteles;Variación en lo que va de año;2009M05;1,1
11 Restaurantes y hoteles;Variación en lo que va de año;2009M04;1,3
11 Restaurantes y hoteles;Variación en lo que va de año;2009M03;0,6
11 Restaurantes y hoteles;Variación en lo que va de año;2009M02;0,4
11 Restaurantes y hoteles;Variación en lo que va de año;2009M01;0,2
11 Restaurantes y hoteles;Variación en lo que va de año;2008M12;4
11 Restaurantes y hoteles;Variación en lo que va de año;2008M11;4
11 Restaurantes y hoteles;Variación en lo que va de año;2008M10;4,3
11 Restaurantes y hoteles;Variación en lo que va de año;2008M09;4,5
11 Restaurantes y hoteles;Variación en lo que va de año;2008M08;5,5
11 Restaurantes y hoteles;Variación en lo que va de año;2008M07;4,6
11 Restaurantes y hoteles;Variación en lo que va de año;2008M06;3,6
11 Restaurantes y hoteles;Variación en lo que va de año;2008M05;3,1
11 Restaurantes y hoteles;Variación en lo que va de año;2008M04;2,8
11 Restaurantes y hoteles;Variación en lo que va de año;2008M03;2,3
11 Restaurantes y hoteles;Variación en lo que va de año;2008M02;1,3
11 Restaurantes y hoteles;Variación en lo que va de año;2008M01;0,7
11 Restaurantes y hoteles;Variación en lo que va de año;2007M12;4,9
11 Restaurantes y hoteles;Variación en lo que va de año;2007M11;4,5
11 Restaurantes y hoteles;Variación en lo que va de año;2007M10;4,5
11 Restaurantes y hoteles;Variación en lo que va de año;2007M09;4,6
11 Restaurantes y hoteles;Variación en lo que va de año;2007M08;5,5
11 Restaurantes y hoteles;Variación en lo que va de año;2007M07;4,7
11 Restaurantes y hoteles;Variación en lo que va de año;2007M06;3,7
11 Restaurantes y hoteles;Variación en lo que va de año;2007M05;3,2
11 Restaurantes y hoteles;Variación en lo que va de año;2007M04;3,2
11 Restaurantes y hoteles;Variación en lo que va de año;2007M03;2
11 Restaurantes y hoteles;Variación en lo que va de año;2007M02;1,4
11 Restaurantes y hoteles;Variación en lo que va de año;2007M01;0,8
11 Restaurantes y hoteles;Variación en lo que va de año;2006M12;4,4
11 Restaurantes y hoteles;Variación en lo que va de año;2006M11;4,1
11 Restaurantes y hoteles;Variación en lo que va de año;2006M10;4,1
11 Restaurantes y hoteles;Variación en lo que va de año;2006M09;4,1
11 Restaurantes y hoteles;Variación en lo que va de año;2006M08;4,9
11 Restaurantes y hoteles;Variación en lo que va de año;2006M07;4
11 Restaurantes y hoteles;Variación en lo que va de año;2006M06;3,1
11 Restaurantes y hoteles;Variación en lo que va de año;2006M05;2,7
11 Restaurantes y hoteles;Variación en lo que va de año;2006M04;2,6
11 Restaurantes y hoteles;Variación en lo que va de año;2006M03;1,8
11 Restaurantes y hoteles;Variación en lo que va de año;2006M02;1,1
11 Restaurantes y hoteles;Variación en lo que va de año;2006M01;0,6
11 Restaurantes y hoteles;Variación en lo que va de año;2005M12;4,3
